MODEL,WEIGHT,station,PHASE,THRESHOLD,timestamp,prob
EQTransformer,instance,VOJS,S,0.9,2023-06-19T23:49:22.390000Z,3
EQTransformer,instance,VOJS,S,0.9,2023-06-20T00:08:30.220000Z,0
EQTransformer,instance,VOJS,P,0.9,2023-06-21T14:18:28.780000Z,2
EQTransformer,instance,VOJS,S,0.9,2023-06-21T14:18:34.120000Z,3
EQTransformer,instance,VOJS,P,0.9,2023-06-22T07:15:17.870000Z,0
EQTransformer,instance,VOJS,S,0.9,2023-06-22T07:15:21.790000Z,2
EQTransformer,instance,VOJS,S,0.9,2023-06-23T10:33:30.750000Z,2
EQTransformer,instance,VOJS,P,0.9,2023-06-26T15:55:34.780000Z,0
EQTransformer,instance,VOJS,S,0.9,2023-06-26T15:55:38.110000Z,0
EQTransformer,instance,VOJS,P,0.9,2023-06-27T01:11:58.750000Z,2
EQTransformer,instance,VOJS,S,0.9,2023-06-27T01:12:04.240000Z,2
EQTransformer,instance,VOJS,S,0.9,2023-06-27T22:35:15.610000Z,0
EQTransformer,instance,VOJS,P,0.9,2023-06-28T21:00:07.670000Z,2
EQTransformer,instance,VOJS,S,0.9,2023-06-28T21:00:13.560000Z,3
EQTransformer,instance,VOJS,S,0.9,2023-06-29T11:00:00.600000Z,0
EQTransformer,instance,VOJS,P,0.9,2023-06-29T19:53:02.600000Z,1
EQTransformer,instance,VOJS,S,0.9,2023-06-29T19:54:11.700000Z,3
EQTransformer,instance,VOJS,S,0.9,2023-06-30T01:24:20.560000Z,2
EQTransformer,instance,VOJS,S,0.9,2023-06-30T07:56:45.250000Z,2
EQTransformer,instance,ZIAN,P,0.9,2023-06-01T10:02:11.410000Z,0
EQTransformer,instance,ZIAN,P,0.9,2023-06-01T14:59:52.320000Z,0
EQTransformer,instance,ZIAN,P,0.9,2023-06-04T17:57:10.100000Z,2
EQTransformer,instance,ZIAN,S,0.9,2023-06-04T17:57:14.810000Z,3
EQTransformer,instance,ZIAN,P,0.9,2023-06-08T16:01:59.580000Z,1
EQTransformer,instance,ZIAN,S,0.9,2023-06-12T19:19:10.110000Z,3
EQTransformer,instance,ZIAN,P,0.9,2023-06-13T17:17:19.930000Z,2
EQTransformer,instance,ZIAN,P,0.9,2023-06-14T10:04:58.850000Z,0
EQTransformer,instance,ZIAN,P,0.9,2023-06-14T10:35:36.340000Z,0
EQTransformer,instance,ZIAN,P,0.9,2023-06-22T15:16:36.280000Z,0
EQTransformer,instance,ZIAN,P,0.9,2023-06-24T12:58:06.260000Z,2
EQTransformer,instance,ZIAN,S,0.9,2023-06-24T12:58:15.110000Z,3
EQTransformer,instance,ZIAN,P,0.9,2023-06-26T10:05:11.320000Z,0
EQTransformer,instance,ZIAN,P,0.9,2023-06-27T01:38:24.100000Z,2
EQTransformer,instance,ZIAN,P,0.9,2023-06-27T10:46:42.940000Z,0
EQTransformer,original,ABSI,P,0.9,2023-06-08T15:19:25.480000Z,1
EQTransformer,original,ABSI,P,0.9,2023-06-08T15:34:46.740000Z,2
EQTransformer,original,ABSI,P,0.9,2023-06-08T16:02:05.210000Z,2
EQTransformer,original,ABSI,P,0.9,2023-06-12T19:19:03.760000Z,0
EQTransformer,original,ABSI,S,0.9,2023-06-12T19:19:12.540000Z,2
EQTransformer,original,ABSI,P,0.9,2023-06-13T17:17:25.430000Z,3
EQTransformer,original,ABSI,P,0.9,2023-06-14T10:05:04.250000Z,2
EQTransformer,original,ABSI,P,0.9,2023-06-15T00:41:25.760000Z,3
EQTransformer,original,ABSI,P,0.9,2023-06-29T15:06:42.230000Z,0
EQTransformer,original,ABSI,P,0.9,2023-06-29T15:09:00.640000Z,0
EQTransformer,original,ABSI,P,0.9,2023-06-29T15:17:51.880000Z,0
EQTransformer,original,ABSI,P,0.9,2023-06-29T15:32:58.890000Z,0
EQTransformer,original,ABTA,P,0.9,2023-06-03T21:45:32.260000Z,2
EQTransformer,original,ABTA,S,0.9,2023-06-03T21:45:36.030000Z,2
EQTransformer,original,ABTA,P,0.9,2023-06-05T21:00:09.810000Z,4
EQTransformer,original,ABTA,S,0.9,2023-06-05T21:00:18.740000Z,3
EQTransformer,original,ABTA,P,0.9,2023-06-11T21:30:34.270000Z,2
EQTransformer,original,ABTA,S,0.9,2023-06-11T21:30:41.970000Z,2
EQTransformer,original,ABTA,P,0.9,2023-06-12T19:18:57.820000Z,1
EQTransformer,original,ABTA,S,0.9,2023-06-12T19:19:01.880000Z,2
EQTransformer,original,ABTA,P,0.9,2023-06-24T15:34:23.000000Z,1
EQTransformer,original,ABTA,S,0.9,2023-06-24T15:34:27.350000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-01T19:08:23.040000Z,2
EQTransformer,original,ACOM,S,0.9,2023-06-01T19:08:24.670000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-04T00:03:09.150000Z,2
EQTransformer,original,ACOM,S,0.9,2023-06-04T00:03:14.520000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-05T21:00:13.770000Z,3
EQTransformer,original,ACOM,S,0.9,2023-06-05T21:00:24.080000Z,3
EQTransformer,original,ACOM,P,0.9,2023-06-11T21:30:33.330000Z,2
EQTransformer,original,ACOM,S,0.9,2023-06-11T21:30:40.670000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-12T19:19:09.510000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-13T06:31:11.420000Z,0
EQTransformer,original,ACOM,S,0.9,2023-06-13T06:31:14.800000Z,0
EQTransformer,original,ACOM,P,0.9,2023-06-14T06:29:23.300000Z,0
EQTransformer,original,ACOM,S,0.9,2023-06-14T06:29:26.390000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-14T10:28:04.180000Z,0
EQTransformer,original,ACOM,P,0.9,2023-06-16T21:16:25.290000Z,0
EQTransformer,original,ACOM,S,0.9,2023-06-16T21:16:28.200000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-18T03:46:54.620000Z,2
EQTransformer,original,ACOM,S,0.9,2023-06-18T03:46:57.060000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-19T12:49:45.250000Z,2
EQTransformer,original,ACOM,S,0.9,2023-06-19T12:49:47.810000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-19T22:04:21.900000Z,2
EQTransformer,original,ACOM,S,0.9,2023-06-19T22:04:25.140000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-20T00:08:21.350000Z,1
EQTransformer,original,ACOM,S,0.9,2023-06-20T00:08:24.510000Z,0
EQTransformer,original,ACOM,P,0.9,2023-06-21T14:18:26.770000Z,0
EQTransformer,original,ACOM,S,0.9,2023-06-21T14:18:30.580000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-23T10:33:27.110000Z,3
EQTransformer,original,ACOM,S,0.9,2023-06-23T10:33:37.030000Z,2
EQTransformer,original,ACOM,P,0.9,2023-06-28T08:32:57.970000Z,0
EQTransformer,original,ACOM,S,0.9,2023-06-28T08:33:01.470000Z,2
EQTransformer,original,AGOR,P,0.9,2023-06-04T17:57:09.030000Z,2
EQTransformer,original,AGOR,S,0.9,2023-06-04T17:57:13.260000Z,2
EQTransformer,original,AGOR,P,0.9,2023-06-10T03:34:10.260000Z,1
EQTransformer,original,AGOR,S,0.9,2023-06-10T03:34:12.540000Z,2
EQTransformer,original,AGOR,P,0.9,2023-06-23T05:21:54.610000Z,1
EQTransformer,original,AGOR,S,0.9,2023-06-23T05:21:59.750000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-02T08:50:46.420000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-03T00:31:40.050000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-03T00:31:43.560000Z,1
EQTransformer,original,BAD,P,0.9,2023-06-03T16:54:16.760000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-03T16:54:19.950000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-04T00:03:05.450000Z,0
EQTransformer,original,BAD,S,0.9,2023-06-04T00:04:23.400000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-04T00:25:10.760000Z,1
EQTransformer,original,BAD,S,0.9,2023-06-04T00:25:16.420000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-05T08:29:10.700000Z,0
EQTransformer,original,BAD,P,0.9,2023-06-06T00:55:24.790000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-06T00:55:27.960000Z,0
EQTransformer,original,BAD,P,0.9,2023-06-06T07:42:08.250000Z,0
EQTransformer,original,BAD,S,0.9,2023-06-06T07:43:39.000000Z,0
EQTransformer,original,BAD,P,0.9,2023-06-09T11:33:43.710000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-09T11:33:45.370000Z,0
EQTransformer,original,BAD,P,0.9,2023-06-09T11:59:23.160000Z,1
EQTransformer,original,BAD,P,0.9,2023-06-11T21:30:28.540000Z,0
EQTransformer,original,BAD,S,0.9,2023-06-11T21:30:32.310000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-13T06:31:13.490000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-13T06:31:19.080000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-14T10:28:10.910000Z,0
EQTransformer,original,BAD,P,0.9,2023-06-18T06:16:48.470000Z,0
EQTransformer,original,BAD,S,0.9,2023-06-18T06:16:51.470000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-19T22:04:23.930000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-19T22:04:29.120000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-19T23:49:08.270000Z,0
EQTransformer,original,BAD,S,0.9,2023-06-19T23:50:36.600000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-21T11:59:33.040000Z,0
EQTransformer,original,BAD,P,0.9,2023-06-21T14:18:26.970000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-21T14:18:30.940000Z,2
EQTransformer,original,BAD,P,0.9,2023-06-22T13:30:18.570000Z,1
EQTransformer,original,BAD,S,0.9,2023-06-22T13:30:22.950000Z,3
EQTransformer,original,BAD,P,0.9,2023-06-23T05:22:00.620000Z,2
EQTransformer,original,BAD,S,0.9,2023-06-23T05:22:10.500000Z,3
EQTransformer,original,BAD,P,0.9,2023-06-26T03:04:17.530000Z,1
EQTransformer,original,BAD,S,0.9,2023-06-26T03:04:20.310000Z,3
EQTransformer,original,BAD,P,0.9,2023-06-27T00:56:30.090000Z,0
EQTransformer,original,BAD,S,0.9,2023-06-27T00:56:32.900000Z,0
EQTransformer,original,BAD,P,0.9,2023-06-28T01:24:26.430000Z,3
EQTransformer,original,BAD,S,0.9,2023-06-28T01:24:29.830000Z,0
EQTransformer,original,BALD,P,0.9,2023-06-02T02:18:29.010000Z,2
EQTransformer,original,BALD,S,0.9,2023-06-02T02:18:33.050000Z,2
EQTransformer,original,BALD,P,0.9,2023-06-03T05:18:33.900000Z,0
EQTransformer,original,BALD,S,0.9,2023-06-03T05:18:36.390000Z,2
EQTransformer,original,BALD,P,0.9,2023-06-13T17:17:08.250000Z,2
EQTransformer,original,BALD,P,0.9,2023-06-15T00:41:12.410000Z,0
EQTransformer,original,BALD,S,0.9,2023-06-15T00:41:15.830000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-03T00:31:38.090000Z,0
EQTransformer,original,BOO,S,0.9,2023-06-03T00:31:39.990000Z,0
EQTransformer,original,BOO,P,0.9,2023-06-03T16:54:15.310000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-03T16:54:17.250000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-04T00:25:12.770000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-04T00:25:20.210000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-04T03:09:46.300000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-04T03:09:49.960000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-05T08:28:03.340000Z,0
EQTransformer,original,BOO,S,0.9,2023-06-05T08:28:40.500000Z,0
EQTransformer,original,BOO,P,0.9,2023-06-05T21:00:06.700000Z,3
EQTransformer,original,BOO,S,0.9,2023-06-05T21:00:12.270000Z,3
EQTransformer,original,BOO,P,0.9,2023-06-06T00:55:22.990000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-06T00:55:24.770000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-11T21:30:26.420000Z,1
EQTransformer,original,BOO,S,0.9,2023-06-11T21:30:28.510000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-11T23:30:42.490000Z,1
EQTransformer,original,BOO,S,0.9,2023-06-11T23:30:44.290000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-14T10:20:11.180000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-14T10:20:14.020000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-18T06:16:50.460000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-18T06:16:54.470000Z,1
EQTransformer,original,BOO,P,0.9,2023-06-19T00:23:30.260000Z,0
EQTransformer,original,BOO,S,0.9,2023-06-19T00:23:31.770000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-19T23:49:09.890000Z,0
EQTransformer,original,BOO,S,0.9,2023-06-19T23:49:12.640000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-22T13:30:16.270000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-22T13:30:18.860000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-22T18:52:25.410000Z,3
EQTransformer,original,BOO,S,0.9,2023-06-22T18:52:27.640000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-23T05:21:59.660000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-23T05:22:08.840000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-24T12:58:05.920000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-24T12:58:14.880000Z,2
EQTransformer,original,BOO,P,0.9,2023-06-26T03:04:17.660000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-26T03:04:20.260000Z,3
EQTransformer,original,BOO,P,0.9,2023-06-28T01:24:24.200000Z,2
EQTransformer,original,BOO,S,0.9,2023-06-28T01:24:26.110000Z,1
EQTransformer,original,BRMO,P,0.9,2023-06-13T10:47:38.270000Z,0
EQTransformer,original,BRMO,S,0.9,2023-06-13T10:47:39.630000Z,2
EQTransformer,original,BRMO,P,0.9,2023-06-19T10:12:39.670000Z,0
EQTransformer,original,BRMO,S,0.9,2023-06-19T10:12:41.030000Z,1
EQTransformer,original,BRMO,P,0.9,2023-06-23T05:38:19.490000Z,2
EQTransformer,original,BRMO,S,0.9,2023-06-23T05:38:20.900000Z,2
EQTransformer,original,BRMO,P,0.9,2023-06-27T09:42:27.510000Z,0
EQTransformer,original,BRMO,S,0.9,2023-06-27T09:42:28.950000Z,2
EQTransformer,original,BRMO,P,0.9,2023-06-27T10:17:17.830000Z,0
EQTransformer,original,BRMO,S,0.9,2023-06-27T10:17:19.270000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-01T07:39:16.760000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-01T23:54:27.650000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-02T08:50:44.010000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-02T09:06:53.900000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-03T08:29:28.210000Z,2
EQTransformer,original,CADS,S,0.9,2023-06-03T08:29:29.590000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-03T21:13:49.570000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-03T21:13:52.690000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-04T00:03:06.450000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-04T00:03:10.030000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-04T00:25:11.530000Z,1
EQTransformer,original,CADS,S,0.9,2023-06-04T00:25:17.910000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-09T00:43:29.160000Z,1
EQTransformer,original,CADS,S,0.9,2023-06-09T00:43:32.360000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-09T10:10:14.020000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-09T11:29:01.950000Z,2
EQTransformer,original,CADS,S,0.9,2023-06-09T11:30:25.000000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-09T11:59:20.470000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-11T21:30:34.660000Z,3
EQTransformer,original,CADS,S,0.9,2023-06-11T21:30:43.390000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-13T06:31:10.550000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-13T06:31:13.140000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-14T00:33:50.330000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-14T00:33:53.370000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-14T10:28:09.800000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-14T11:59:38.130000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-15T08:57:29.360000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-16T10:03:21.360000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-18T06:16:48.830000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-18T12:07:45.440000Z,2
EQTransformer,original,CADS,S,0.9,2023-06-18T12:07:51.310000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-19T22:04:20.740000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-19T22:04:23.560000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-19T23:49:12.020000Z,2
EQTransformer,original,CADS,S,0.9,2023-06-19T23:49:16.390000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-20T00:08:20.430000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-20T00:08:23.220000Z,1
EQTransformer,original,CADS,P,0.9,2023-06-20T03:40:33.990000Z,2
EQTransformer,original,CADS,S,0.9,2023-06-20T03:40:36.760000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-21T11:59:30.130000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-21T14:18:24.880000Z,2
EQTransformer,original,CADS,S,0.9,2023-06-21T14:18:27.090000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-23T10:33:23.810000Z,2
EQTransformer,original,CADS,S,0.9,2023-06-23T10:33:31.550000Z,3
EQTransformer,original,CADS,P,0.9,2023-06-26T15:55:30.690000Z,2
EQTransformer,original,CADS,S,0.9,2023-06-26T15:55:32.280000Z,3
EQTransformer,original,CADS,P,0.9,2023-06-27T00:56:31.280000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-27T00:56:34.950000Z,1
EQTransformer,original,CADS,P,0.9,2023-06-27T22:35:13.640000Z,3
EQTransformer,original,CADS,S,0.9,2023-06-27T22:35:18.500000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-28T21:00:03.740000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-28T21:01:04.500000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-29T10:29:49.830000Z,0
EQTransformer,original,CADS,P,0.9,2023-06-29T19:52:58.440000Z,0
EQTransformer,original,CADS,S,0.9,2023-06-29T19:53:00.130000Z,1
EQTransformer,original,CADS,P,0.9,2023-06-30T01:24:18.000000Z,2
EQTransformer,original,CADS,P,0.9,2023-06-30T11:59:32.300000Z,0
EQTransformer,original,CAE,P,0.9,2023-06-01T09:27:58.710000Z,0
EQTransformer,original,CAE,S,0.9,2023-06-01T09:27:59.360000Z,2
EQTransformer,original,CAE,P,0.9,2023-06-01T09:53:32.530000Z,2
EQTransformer,original,CAE,S,0.9,2023-06-01T09:53:36.360000Z,3
EQTransformer,original,CAE,P,0.9,2023-06-01T21:41:16.740000Z,0
EQTransformer,original,CAE,S,0.9,2023-06-01T21:41:19.090000Z,0
EQTransformer,original,CAE,P,0.9,2023-06-04T17:57:11.390000Z,3
EQTransformer,original,CAE,S,0.9,2023-06-04T17:57:17.250000Z,2
EQTransformer,original,CAE,P,0.9,2023-06-05T18:20:47.890000Z,2
EQTransformer,original,CAE,S,0.9,2023-06-05T18:20:51.150000Z,3
EQTransformer,original,CAE,P,0.9,2023-06-05T21:00:03.510000Z,2
EQTransformer,original,CAE,S,0.9,2023-06-05T21:01:11.700000Z,3
EQTransformer,original,CAE,P,0.9,2023-06-10T03:34:12.190000Z,2
EQTransformer,original,CAE,S,0.9,2023-06-10T03:34:16.010000Z,2
EQTransformer,original,CAE,P,0.9,2023-06-11T21:30:32.960000Z,2
EQTransformer,original,CAE,P,0.9,2023-06-23T05:21:50.300000Z,0
EQTransformer,original,CAE,S,0.9,2023-06-23T05:21:51.900000Z,2
EQTransformer,original,CAE,P,0.9,2023-06-23T05:27:53.550000Z,2
EQTransformer,original,CAE,S,0.9,2023-06-23T05:27:54.940000Z,1
EQTransformer,original,CAE,P,0.9,2023-06-24T12:57:56.740000Z,1
EQTransformer,original,CAE,S,0.9,2023-06-24T12:57:58.210000Z,2
EQTransformer,original,CAE,P,0.9,2023-06-28T23:02:58.660000Z,1
EQTransformer,original,CAE,S,0.9,2023-06-28T23:03:00.590000Z,2
EQTransformer,original,CAE,S,0.9,2023-06-30T08:13:40.660000Z,1
EQTransformer,original,CARE,P,0.9,2023-06-01T10:02:14.090000Z,0
EQTransformer,original,CARE,P,0.9,2023-06-01T14:59:55.110000Z,0
EQTransformer,original,CARE,P,0.9,2023-06-09T14:19:16.400000Z,1
EQTransformer,original,CARE,S,0.9,2023-06-09T14:19:18.320000Z,0
EQTransformer,original,CARE,P,0.9,2023-06-13T10:47:40.400000Z,0
EQTransformer,original,CARE,S,0.9,2023-06-13T10:47:43.180000Z,2
EQTransformer,original,CARE,S,0.9,2023-06-19T10:12:43.140000Z,2
EQTransformer,original,CARE,P,0.9,2023-06-23T05:38:21.670000Z,2
EQTransformer,original,CARE,S,0.9,2023-06-23T05:38:24.360000Z,2
EQTransformer,original,CARE,P,0.9,2023-06-27T09:42:29.700000Z,2
EQTransformer,original,CARE,S,0.9,2023-06-27T09:42:32.160000Z,2
EQTransformer,original,CARE,P,0.9,2023-06-27T10:17:20.040000Z,1
EQTransformer,original,CARE,S,0.9,2023-06-27T10:17:22.600000Z,0
EQTransformer,original,CARE,P,0.9,2023-06-28T10:39:46.460000Z,1
EQTransformer,original,CARE,P,0.9,2023-06-29T15:06:39.430000Z,0
EQTransformer,original,CIMO,P,0.9,2023-06-01T09:53:32.090000Z,2
EQTransformer,original,CIMO,S,0.9,2023-06-01T09:53:35.530000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-01T21:41:18.550000Z,2
EQTransformer,original,CIMO,S,0.9,2023-06-01T21:41:22.260000Z,3
EQTransformer,original,CIMO,P,0.9,2023-06-03T21:45:30.990000Z,2
EQTransformer,original,CIMO,S,0.9,2023-06-03T21:45:34.180000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-04T03:09:46.690000Z,1
EQTransformer,original,CIMO,S,0.9,2023-06-04T03:09:50.140000Z,3
EQTransformer,original,CIMO,P,0.9,2023-06-05T18:20:47.220000Z,0
EQTransformer,original,CIMO,S,0.9,2023-06-05T18:20:50.230000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-05T21:00:03.050000Z,2
EQTransformer,original,CIMO,S,0.9,2023-06-05T21:01:01.500000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-10T03:34:11.320000Z,0
EQTransformer,original,CIMO,S,0.9,2023-06-10T03:34:14.610000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-11T21:30:30.490000Z,2
EQTransformer,original,CIMO,S,0.9,2023-06-11T21:30:35.350000Z,3
EQTransformer,original,CIMO,P,0.9,2023-06-12T19:18:58.830000Z,1
EQTransformer,original,CIMO,S,0.9,2023-06-12T19:19:03.840000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-14T05:11:28.540000Z,2
EQTransformer,original,CIMO,S,0.9,2023-06-14T05:11:32.160000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-22T05:17:55.560000Z,2
EQTransformer,original,CIMO,S,0.9,2023-06-22T05:17:58.010000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-22T13:30:17.970000Z,1
EQTransformer,original,CIMO,S,0.9,2023-06-22T13:30:22.330000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-22T14:59:49.250000Z,0
EQTransformer,original,CIMO,S,0.9,2023-06-22T14:59:51.160000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-23T05:21:53.750000Z,0
EQTransformer,original,CIMO,S,0.9,2023-06-23T05:21:58.420000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-24T12:58:00.150000Z,0
EQTransformer,original,CIMO,S,0.9,2023-06-24T12:58:49.900000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-24T15:34:20.120000Z,0
EQTransformer,original,CIMO,S,0.9,2023-06-24T15:34:22.930000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-28T23:03:01.470000Z,1
EQTransformer,original,CIMO,S,0.9,2023-06-28T23:03:57.100000Z,2
EQTransformer,original,CIMO,P,0.9,2023-06-30T08:13:40.840000Z,2
EQTransformer,original,CIMO,S,0.9,2023-06-30T08:13:46.990000Z,3
EQTransformer,original,CLUD,P,0.9,2023-06-03T00:31:38.750000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-03T00:31:41.130000Z,2
EQTransformer,original,CLUD,P,0.9,2023-06-03T16:54:16.790000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-03T16:54:19.600000Z,2
EQTransformer,original,CLUD,P,0.9,2023-06-04T03:09:44.740000Z,0
EQTransformer,original,CLUD,S,0.9,2023-06-04T03:09:46.870000Z,0
EQTransformer,original,CLUD,P,0.9,2023-06-05T08:28:06.500000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-05T08:29:38.200000Z,0
EQTransformer,original,CLUD,P,0.9,2023-06-05T21:00:05.850000Z,3
EQTransformer,original,CLUD,S,0.9,2023-06-05T21:00:11.410000Z,3
EQTransformer,original,CLUD,P,0.9,2023-06-06T00:55:24.120000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-06T00:55:26.730000Z,2
EQTransformer,original,CLUD,P,0.9,2023-06-11T21:30:27.210000Z,0
EQTransformer,original,CLUD,S,0.9,2023-06-11T21:30:29.780000Z,0
EQTransformer,original,CLUD,P,0.9,2023-06-11T23:30:43.440000Z,0
EQTransformer,original,CLUD,S,0.9,2023-06-11T23:30:45.910000Z,2
EQTransformer,original,CLUD,P,0.9,2023-06-12T19:19:02.390000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-12T19:20:33.600000Z,2
EQTransformer,original,CLUD,P,0.9,2023-06-13T06:31:18.070000Z,3
EQTransformer,original,CLUD,S,0.9,2023-06-13T06:31:26.190000Z,2
EQTransformer,original,CLUD,P,0.9,2023-06-14T05:11:26.690000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-14T05:11:28.780000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-14T10:20:11.860000Z,1
EQTransformer,original,CLUD,P,0.9,2023-06-22T13:30:15.560000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-22T13:30:17.690000Z,1
EQTransformer,original,CLUD,P,0.9,2023-06-22T18:52:25.000000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-22T18:52:26.910000Z,2
EQTransformer,original,CLUD,P,0.9,2023-06-23T05:21:59.010000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-23T05:22:07.700000Z,3
EQTransformer,original,CLUD,P,0.9,2023-06-24T12:58:05.430000Z,2
EQTransformer,original,CLUD,S,0.9,2023-06-24T12:58:13.660000Z,3
EQTransformer,original,CLUD,P,0.9,2023-06-24T15:34:20.490000Z,2
