index;event-id;origin_time(UTC);t_err;lat;lon;h_err;depth;v_err;gap;ml;md;place;event_type
00878;2024_00878;2024-07-06T03:18:23.430; 0.12;46.0352;10.5635;  0.6;  0.7;  0.6;125; 1.5; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00879;2024_00879;2024-07-06T03:38:30.540; 0.12;46.0457;10.5627;  0.9;  1.9;  0.9;183; 1.2; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00880;2024_00880;2024-07-06T04:35:22.540; 0.06;46.0233;10.5522;  0.8;  1.4;  0.8;217; 1.8; 2.3;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00881;2024_00881;2024-07-06T04:36:16.770; 0.26;46.0323;10.5535;  0.7;  0.8;  0.7; 65; 2.0;----;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00882;2024_00882;2024-07-06T04:41:34.000; 0.50;46.0400;10.5325;  1.1;  3.9;  1.1; 65; 1.9; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00883;2024_00883;2024-07-06T05:04:33.280; 0.08;46.0270;10.5398;  1.2;  2.1;  1.2;198; 1.2; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00884;2024_00884;2024-07-06T05:50:39.890; 0.06;46.0502;10.5707;  1.0;  1.1;  1.0;192; 1.4; 1.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00885;2024_00885;2024-07-06T05:55:58.150; 0.23;46.1488;10.5678;  1.0;  1.5;  1.0;103; 1.3; 2.0;M.ADAMELLO (LOMBARDIA);[earthquake]
00886;2024_00886;2024-07-06T06:31:15.630; 0.50;46.0768;10.5465;  3.6;  4.5;  3.6;174; 1.2; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00887;2024_00887;2024-07-06T06:50:30.710; 0.16;46.0362;10.5637;  0.6;  0.1;  0.6;126; 1.9; 2.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00888;2024_00888;2024-07-06T06:51:43.790; 0.01;46.0282;10.5413;  0.2;  2.9;  0.2;195; 1.6; 1.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00889;2024_00889;2024-07-06T07:13:18.010; 0.40;46.0455;10.5577;  0.8;  1.2;  0.8; 78; 2.4; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00890;2024_00890;2024-07-06T07:15:41.610; 0.64;46.0478;10.5275;  0.9;  4.0;  0.9; 62; 2.6; 2.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00891;2024_00891;2024-07-06T08:38:29.640; 0.12;46.0425;10.5567;  0.6;  1.1;  0.6;174; 1.1; 1.2;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00892;2024_00892;2024-07-06T08:41:53.670; 0.09;46.0635;10.5745;  1.5;  1.9;  1.5;259; 1.3; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00893;2024_00893;2024-07-06T10:15:12.860; 0.01;46.0460;10.5602;  0.1;  2.5;  0.1;183; 1.0; 1.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00894;2024_00894;2024-07-06T11:50:11.710; 0.12;46.0143;10.5755;  2.4;  5.9;  2.4;214; 1.1; 1.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00895;2024_00895;2024-07-06T14:00:59.070; 0.09;46.0397;10.5538;  0.4;  2.3;  0.4;143; 1.8;----;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00896;2024_00896;2024-07-06T14:02:33.470; 0.39;46.0415;10.5497;  1.2;  3.6;  1.2; 95; 1.9; 2.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00897;2024_00897;2024-07-06T18:36:57.230; 0.12;46.0407;10.5490;  1.5;  1.4;  1.5;166; 1.0; 1.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00898;2024_00898;2024-07-06T19:46:37.930; 0.05;46.0427;10.5555;  0.3;  2.4;  0.3;174; 1.4;----;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00899;2024_00899;2024-07-06T19:48:34.000; 0.05;46.0398;10.5523;  0.3;  2.4;  0.3;167; 1.4;----;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00900;2024_00900;2024-07-06T21:12:42.620; 0.19;46.0403;10.5548;  1.7;  1.4;  1.7;204; 1.0; 1.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00901;2024_00901;2024-07-06T21:18:07.100; 0.04;46.0412;10.5522;  0.4;  2.6;  0.4;169; 1.1; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00902;2024_00902;2024-07-06T21:49:20.050; 0.27;46.0305;10.5557;  1.3;  1.1;  1.3;150; 1.4; 1.4;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00903;2024_00903;2024-07-06T22:53:37.780; 0.22;46.0327;10.5353;  2.5;  1.9;  2.5;160; 0.7; 0.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00904;2024_00904;2024-07-06T23:44:06.580; 0.10;46.0450;10.5623;  0.5;  1.6;  0.5;182; 0.9; 1.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00905;2024_00905;2024-07-07T02:48:54.170; 0.39;45.6772;14.2052;  0.8;  6.0;  0.8; 85; 1.8; 2.1;DEBELA-GORA (SLOVENIA);[earthquake]
00906;2024_00906;2024-07-07T03:55:42.660; 0.20;46.3740;13.6617;  1.3;  6.8;  1.3;186; 0.7; 1.4;SOCA (SLOVENIA);[earthquake]
00907;2024_00907;2024-07-07T03:58:06.280; 0.20;46.0327;10.5542;  0.6;  1.4;  0.6;124; 1.1; 1.2;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00908;2024_00908;2024-07-07T04:31:57.180; 0.17;46.1300;10.5722;  1.0;  0.5;  1.0;168; 0.9; 1.7;M.ADAMELLO (LOMBARDIA);[earthquake]
00909;2024_00909;2024-07-07T06:59:32.860; 0.24;46.0818;10.5945;  2.4;  0.3;  2.4;127; 0.8; 1.7;BREGUZZO (TRENTINO);[earthquake]
00910;2024_00910;2024-07-07T09:01:38.450; 0.03;46.4655;12.6085;  0.3;  9.7;  0.3;186; 0.4; 0.9;M.BIVERA (FRIULI);[earthquake]
00911;2024_00911;2024-07-07T09:37:15.760; 0.54;45.9713;10.8838;  0.9;  6.0;  0.9; 51; 2.4; 2.6;ARCO (TRENTINO);[earthquake]
00912;2024_00912;2024-07-07T13:22:02.040; 0.23;46.0338;10.5507;  0.9;  0.8;  0.9;124; 1.2; 1.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00913;2024_00913;2024-07-07T21:59:44.650; 0.12;46.0630;10.5718;  0.6;  1.0;  0.6;133; 1.4; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00914;2024_00914;2024-07-07T22:16:37.470; 0.18;46.0285;10.5573;  0.8;  0.3;  0.8;123; 1.6; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00915;2024_00915;2024-07-07T22:59:32.020; 0.12;46.0515;10.5672;  0.9;  3.4;  0.9;194; 1.3; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00916;2024_00916;2024-07-08T05:08:23.430; 0.06;46.0415;10.5567;  0.4;  3.5;  0.4;173; 1.9; 2.2;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00917;2024_00917;2024-07-08T15:17:49.000; 0.31;46.0435;10.5640;  0.6;  0.6;  0.6; 77; 2.0; 2.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00918;2024_00918;2024-07-09T01:49:36.170; 0.03;46.0500;10.5732;  0.3;  1.6;  0.3;237; 1.0; 0.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00919;2024_00919;2024-07-09T02:37:27.870; 0.06;46.6282;12.4125;  0.5;  4.0;  0.5;145; 0.5; 1.6;M.POPERA (ALTO ADIGE);[earthquake]
00920;2024_00920;2024-07-09T04:26:28.530; 0.15;46.0448;10.5612;  1.5;  3.1;  1.5;219; 1.1; 0.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00921;2024_00921;2024-07-09T08:24:00.720; 0.24;46.3388;14.1693;  2.5;  7.2;  2.5;201; 1.3; 1.3;BLED (SLOVENIA);[earthquake]
00922;2024_00922;2024-07-09T18:12:59.190; 0.09;46.2767;12.5330;  0.4;  8.2;  0.4;158; 0.6; 0.9;CLAUT (FRIULI);[earthquake]
00923;2024_00923;2024-07-09T21:32:37.330; 0.08;46.3110;13.2425;  1.0;  6.2;  1.0;239; 0.0; 0.5;LUSEVERA (FRIULI);[earthquake]
00924;2024_00924;2024-07-09T22:18:38.600; 0.09;46.0720;10.5660;  0.5;  5.2;  0.5;203; 0.9; 1.2;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00925;2024_00925;2024-07-09T22:54:27.920; 0.26;46.0418;10.5530;  0.9;  0.8;  0.9;101; 1.0; 0.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00926;2024_00926;2024-07-09T23:38:00.980; 0.11;46.6713;11.3273;  2.9;  0.9;  2.9;209; 1.4; 0.8;PUNTA CERVINA (ALTO ADIGE);[earthquake]
00927;2024_00927;2024-07-09T23:52:34.830;-----;46.0565;10.5555;-----;  2.6;-----;242; 0.8; 0.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00928;2024_00928;2024-07-10T01:27:28.000; 0.22;46.0363;10.5598;  0.7;  1.5;  0.7;125; 1.0; 1.2;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00929;2024_00929;2024-07-10T01:31:50.300; 0.16;46.0212;10.5113;  0.9;  4.3;  0.9;119; 0.9; 0.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00930;2024_00930;2024-07-10T03:54:03.590; 0.27;46.0357;10.4880;  0.8;  3.5;  0.8;129; 1.1; 1.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00931;2024_00931;2024-07-10T06:28:00.370; 0.10;46.3802;13.6663;  0.5;  8.2;  0.5;154; 0.7; 0.9;SOCA (SLOVENIA);[earthquake]
00932;2024_00932;2024-07-10T07:34:05.210; 0.23;46.0382;10.5648;  0.6;  0.9;  0.6;100; 1.2; 1.2;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00933;2024_00933;2024-07-10T08:28:21.660; 0.05;46.0455;10.5557;  0.4;  2.5;  0.4;216; 1.2; 0.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00934;2024_00934;2024-07-10T10:29:39.800; 0.44;46.0443;13.6867;  1.7;  2.6;  1.7;118; 1.2; 1.2;PLAVE (SLOVENIA);[earthquake]
00935;2024_00935;2024-07-10T10:31:57.520; 0.16;46.0507;10.5495;  1.3;  0.7;  1.3;164; 1.3; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00936;2024_00936;2024-07-10T11:10:28.410; 0.09;46.0490;10.5535;  1.0;  4.8;  1.0;186; 1.6; 1.2;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00937;2024_00937;2024-07-10T12:16:27.090; 0.15;45.9365;10.7092;  0.4; 10.8;  0.4; 99; 1.5; 1.8;PRANZO (TRENTINO);[earthquake]
00938;2024_00938;2024-07-10T16:31:26.560; 0.19;46.4825;10.7318;  2.3;  5.7;  2.3;150; 0.9; 0.9;CIMA STERNAI (TRENTINO);[earthquake]
00939;2024_00939;2024-07-10T21:21:04.550; 0.04;46.0565;10.4822; 15.8;  5.6; 15.8;325; 0.7; 0.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00940;2024_00940;2024-07-10T21:27:56.450; 0.11;46.0415;10.5510;  0.8;  4.1;  0.8;169; 1.0; 1.1;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00941;2024_00941;2024-07-10T23:16:26.170; 0.07;46.0327;10.5598;  0.5;  1.8;  0.5;160; 0.9; 0.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00942;2024_00942;2024-07-10T23:37:18.170; 0.14;46.0335;10.5662;  0.6;  0.2;  0.6;125; 1.7; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00943;2024_00943;2024-07-10T23:47:50.100; 0.02;46.0155;10.5353;  0.4;  2.0;  0.4;174; 0.9; 1.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00944;2024_00944;2024-07-10T23:53:38.820; 0.09;46.0283;10.5538;  0.3;  0.7;  0.3;123; 1.7; 1.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00945;2024_00945;2024-07-11T02:07:14.680; 0.04;46.0333;10.5678;  0.4;  0.4;  0.4;204; 1.1; 1.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00946;2024_00946;2024-07-11T03:45:38.250; 0.04;46.0440;10.5550;  0.3;  2.0;  0.3;212; 1.3; 0.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00947;2024_00947;2024-07-11T03:56:04.740; 0.08;46.0953;10.4750;  2.7;  4.7;  2.7;183; 0.8; 1.1;M.ADAMELLO (LOMBARDIA);[earthquake]
00948;2024_00948;2024-07-11T07:15:18.260; 0.15;46.3770;13.6733;  0.3;  8.6;  0.3;110; 2.2; 2.4;SOCA (SLOVENIA);[earthquake]
00949;2024_00949;2024-07-11T14:29:49.210; 0.17;46.0463;10.5630;  1.8;  1.9;  1.8;224; 1.2; 0.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00950;2024_00950;2024-07-11T15:15:06.570; 0.14;46.2822;12.5563;  0.6;  9.1;  0.6;104; 0.8; 1.6;CLAUT (FRIULI);[earthquake]
00951;2024_00951;2024-07-11T17:15:39.310; 0.04;46.0450;10.5487;  0.5;  3.2;  0.5;200; 1.4; 0.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00952;2024_00952;2024-07-11T19:15:41.590; 0.06;46.0565;10.5698;  1.8;  2.9;  1.8;226; 1.0; 0.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00953;2024_00953;2024-07-11T19:58:28.620; 0.26;45.5678;10.4395;  1.0;  8.3;  1.0;145; 1.8; 2.2;BEDIZZOLE (LOMBARDIA);[earthquake]
00954;2024_00954;2024-07-11T23:40:22.810; 0.39;46.5028;10.5017;  0.8;  0.6;  0.8; 80; 1.3; 1.7;GIOGO DELLO STELVIO (ALTO ADIGE);[earthquake]
00955;2024_00955;2024-07-11T23:42:22.290; 0.02;46.0412;10.5612;  0.2;  1.4;  0.2;212; 1.0; 0.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00956;2024_00956;2024-07-12T00:06:51.560; 0.11;46.3287;13.4640;  0.4; 16.0;  0.4;151; 0.3; 1.0;ZAGA (SLOVENIA);[earthquake]
00957;2024_00957;2024-07-12T01:24:43.280; 0.11;46.0565;10.5483;  1.7;  3.9;  1.7;240; 0.9; 0.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00958;2024_00958;2024-07-12T02:49:36.040; 0.20;46.0462;10.5660;  0.7;  1.4;  0.7;128; 1.4; 1.3;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00959;2024_00959;2024-07-12T08:00:08.900; 0.25;45.5730;13.8813;  0.9;  7.6;  0.9;148; 1.3; 1.7;S.SERGIO (SLOVENIA);[earthquake]
00960;2024_00960;2024-07-12T21:33:48.190; 0.09;46.7592;10.3517;  0.4;  9.5;  0.4;100; 1.3; 2.0;CIMA DI GRION (ALTO ADIGE);[earthquake]
00961;2024_00961;2024-07-13T02:13:12.800; 0.09;46.0493;10.5617;  0.8;  5.2;  0.8;189; 1.0; 1.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00962;2024_00962;2024-07-13T02:58:42.300; 0.21;46.0383;10.5440;  1.0;  0.8;  1.0;155; 0.8; 1.4;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00963;2024_00963;2024-07-13T09:35:06.410; 0.10;46.5118;14.2635;  0.4; 11.3;  0.4;218; 1.8; 2.5;OB.FERL. (AUSTRIA);[earthquake]
00964;2024_00964;2024-07-13T14:00:20.090; 0.15;45.7752;10.9802;  0.3; 11.7;  0.3;100; 2.3; 2.9;ALA (TRENTINO);[earthquake]
00965;2024_00965;2024-07-13T14:54:44.940; 0.14;46.0565;10.5623;  1.1;  0.5;  1.1;177; 1.2; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00966;2024_00966;2024-07-13T16:32:00.910; 0.02;46.4998;13.4903;  2.1;  5.3;  2.1;242;-0.1; 0.7;CAVE DEL PREDIL (FRIULI);[earthquake]
00967;2024_00967;2024-07-13T19:13:29.300; 0.15;46.0102;12.3482;  1.7;  7.2;  1.7;173; 0.8; 1.2;BOSCO DEL CANSIGLIO (VENETO);[earthquake]
00968;2024_00968;2024-07-13T20:01:21.710; 0.10;46.3598;12.8233;  0.5;  9.1;  0.5;105; 0.6; 1.7;AMPEZZO (FRIULI);[earthquake]
00969;2024_00969;2024-07-13T20:18:31.680; 0.13;46.2120;10.5497;  0.5;  2.3;  0.5;110; 0.9; 1.6;TEMU (LOMBARDIA);[earthquake]
00970;2024_00970;2024-07-13T20:34:09.750; 0.23;46.1172;14.2930;  1.3; 12.1;  1.3;104; 0.8; 1.1;SKOFIA-LOKA (SLOVENIA);[earthquake]
00971;2024_00971;2024-07-13T23:07:55.540; 0.11;46.0283;10.5680;  0.7;  3.5;  0.7;125; 0.9; 1.4;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00972;2024_00972;2024-07-13T23:15:35.260; 0.10;46.0310;10.5668;  0.7;  0.4;  0.7;199; 0.9; 1.3;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00973;2024_00973;2024-07-14T04:29:47.530; 0.05;46.3817;13.6778;  0.5;  7.7;  0.5;217; 0.3; 1.0;SOCA (SLOVENIA);[earthquake]
00974;2024_00974;2024-07-14T05:33:24.540; 0.14;46.0620;10.5312;  1.0;  4.9;  1.0;207; 1.2; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00975;2024_00975;2024-07-14T05:35:07.280; 0.10;46.0443;10.5157;  1.9;  4.9;  1.9;190; 1.0; 1.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00976;2024_00976;2024-07-14T08:12:15.170; 0.05;46.0442;10.5505;  0.7;  2.2;  0.7;149; 1.4; 2.1;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00977;2024_00977;2024-07-14T12:40:51.800; 0.15;46.0258;10.5513;  4.8;  3.4;  4.8;186; 0.7; 0.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00978;2024_00978;2024-07-14T13:32:29.500; 0.16;46.3827;13.6677;  0.5; 10.6;  0.5;152; 0.7; 1.2;SOCA (SLOVENIA);[earthquake]
00979;2024_00979;2024-07-14T16:59:38.000; 0.26;46.5740;10.3077;  0.5;  1.3;  0.5; 86; 1.2; 1.5;S.GIACOMO DI FRAELE (LOMBARDIA);[earthquake]
00980;2024_00980;2024-07-14T17:30:18.160; 0.17;46.1552;10.4035;  2.0;  6.2;  2.0;172; 1.0; 1.7;SORICO (LOMBARDIA);[earthquake]
00981;2024_00981;2024-07-14T20:12:32.230; 0.11;46.3000;13.0333;  0.4;  4.8;  0.4;141; 0.2; 0.9;TRASAGHIS (FRIULI);[earthquake]
00982;2024_00982;2024-07-14T20:46:24.040; 0.08;46.0303;10.5452;  0.7;  0.3;  0.7;146; 0.8; 1.4;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00983;2024_00983;2024-07-14T21:10:32.900; 0.10;46.0333;10.5400;  0.8;  1.4;  0.8;145; 0.9; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00984;2024_00984;2024-07-14T21:18:08.730; 0.06;46.0477;10.5593;  0.4;  0.5;  0.4;186; 1.0; 1.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00985;2024_00985;2024-07-14T22:23:09.350; 0.22;46.0627;10.5762;  0.7;  2.3;  0.7;133; 0.9; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00986;2024_00986;2024-07-14T22:25:14.880; 0.30;46.0402;10.5755;  0.8;  1.2;  0.8;128; 1.0; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00987;2024_00987;2024-07-14T22:39:45.910; 0.07;46.1765;10.4472;  0.8;  1.0;  0.8;146; 0.7; 1.0;EDOLO (LOMBARDIA);[earthquake]
00988;2024_00988;2024-07-15T01:57:38.240; 0.20;44.7722;10.7625; 24.5; 17.1; 24.5;323; 1.9; 2.3;CORREGGIO (EMILIA);[earthquake]
00989;2024_00989;2024-07-15T05:10:42.670; 1.51;46.1507;10.5760; 32.9;  1.6; 32.9;194; 1.1; 1.0;M.ADAMELLO (LOMBARDIA);[earthquake]
00990;2024_00990;2024-07-15T06:26:04.060; 0.41;46.1840;14.0780;  2.0;  7.6;  2.0;155; 0.9; 1.4;ZELEZNIKI (SLOVENIA);[earthquake]
00991;2024_00991;2024-07-15T06:36:17.520; 0.30;46.0815;10.5798;  0.8;  3.4;  0.8; 76; 1.2; 1.9;BREGUZZO (TRENTINO);[earthquake]
00992;2024_00992;2024-07-15T07:00:37.130; 0.31;46.0347;10.5535;  2.1;  1.2;  2.1;157; 0.9; 1.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00993;2024_00993;2024-07-15T08:48:42.720;-----;45.9717;13.7035;-----; 25.7;-----;166; 1.3; 1.9;TRNOVO (SLOVENIA);[earthquake]
00994;2024_00994;2024-07-15T09:24:46.470; 0.11;46.0565;10.5647;  0.6;  0.6;  0.6;177; 1.2; 1.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00995;2024_00995;2024-07-15T10:21:32.500; 0.10;46.0513;10.5433;  0.7;  3.7;  0.7;164; 1.6; 2.1;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00996;2024_00996;2024-07-15T11:25:40.660; 0.17;46.0287;10.5388;  1.4;  1.5;  1.4;160; 1.4; 1.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00997;2024_00997;2024-07-15T14:29:53.370; 0.38;46.0565;10.5365;  4.1;  7.0;  4.1; 97; 0.9; 0.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
00998;2024_00998;2024-07-15T16:12:10.810; 0.04;45.9053;10.9993;  0.2;  6.9;  0.2;121; 0.8; 2.0;ROVERETO (TRENTINO);[earthquake]
00999;2024_00999;2024-07-15T21:18:24.110; 0.19;46.7657;10.3617;  0.6;  1.4;  0.6;132; 1.3; 2.0;CIMA DI GRION (ALTO ADIGE);[earthquake]
01000;2024_01000;2024-07-15T22:00:39.960; 0.18;46.0683;10.5765;  0.4;  3.9;  0.4; 59; 1.8; 2.4;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01001;2024_01001;2024-07-16T01:25:31.810; 0.28;46.0477;10.5583;  0.9;  3.2;  0.9;128; 1.3; 2.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01002;2024_01002;2024-07-16T02:04:44.100; 0.15;46.0565;10.5750;  1.5;  1.0;  1.5;248; 0.8; 1.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01003;2024_01003;2024-07-16T03:17:47.410; 0.29;46.3372;13.4828;  1.1; 14.9;  1.1;133; 0.5; 0.9;SELLA NEVEA (FRIULI);[earthquake]
01004;2024_01004;2024-07-16T03:49:59.950; 0.12;46.0623;10.5667;  0.5;  1.1;  0.5;106; 1.2; 1.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01005;2024_01005;2024-07-16T04:33:31.140; 0.18;46.0808;10.5893;  2.5;  3.4;  2.5;190; 0.9; 0.9;BREGUZZO (TRENTINO);[earthquake]
01006;2024_01006;2024-07-16T08:02:02.260; 0.14;46.0323;10.5588;  1.8;  0.6;  1.8;158; 1.1; 0.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01007;2024_01007;2024-07-16T08:49:20.580; 0.26;46.0380;10.5635;  0.9;  0.3;  0.9;100; 1.2; 1.4;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01008;2024_01008;2024-07-16T09:42:27.490; 0.12;46.1533;12.4380;  2.0; 10.7;  2.0;177; 0.8; 0.9;PUOS D'ALPAGO (VENETO);[earthquake]
01009;2024_01009;2024-07-16T10:07:47.310; 0.13;45.7360;14.0627;  0.6; 15.6;  0.6; 76; 1.3; 1.9;SENOZECE (SLOVENIA);[earthquake]
01010;2024_01010;2024-07-16T11:17:09.300; 0.42;46.0565;10.5448;  1.7;  5.7;  1.7;104; 1.4; 1.5;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01011;2024_01011;2024-07-16T12:32:52.490; 0.22;46.0418;10.5598;-----;  1.4;-----;212; 1.1; 1.8;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01012;2024_01012;2024-07-16T12:42:49.150; 0.39;46.0315;10.5448;  1.8;  0.9;  1.8;151; 1.3; 1.1;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01013;2024_01013;2024-07-16T16:36:20.750; 0.13;46.0238;10.5048;  1.1;  2.1;  1.1;147; 0.8; 1.2;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01014;2024_01014;2024-07-16T16:47:27.010; 0.06;46.1823;12.4213;  0.3; 10.3;  0.3; 96; 0.3; 0.8;PIEVE D'ALPAGO (VENETO);[earthquake]
01015;2024_01015;2024-07-16T17:32:56.770; 0.22;46.0375;10.5567;  0.7;  1.2;  0.7; 90; 1.4; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01016;2024_01016;2024-07-16T18:33:36.780; 0.42;44.9450;10.4567; 23.3; 18.3; 23.3;319; 2.2; 2.3;VIADANA (LOMBARDIA);[earthquake]
01017;2024_01017;2024-07-16T18:51:13.920; 0.24;46.0208;10.5563;  0.9;  2.7;  0.9;122; 0.9; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01018;2024_01018;2024-07-16T20:32:10.320; 0.26;46.5318;13.2655;  0.5; 11.6;  0.5;137; 0.8; 1.4;PONTEBBA (FRIULI);[earthquake]
01019;2024_01019;2024-07-16T22:29:14.000; 0.30;46.0307;10.5433;  1.7;  0.8;  1.7;153; 0.7; 0.6;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01020;2024_01020;2024-07-16T23:00:35.790; 0.38;46.1793;10.4640;  6.4;  7.3;  6.4;178; 0.9; 1.7;TEMU (LOMBARDIA);[earthquake]
01021;2024_01021;2024-07-17T00:23:13.500; 0.11;46.0312;10.5560;  0.5;  2.5;  0.5;156; 0.8; 0.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01022;2024_01022;2024-07-17T03:14:07.100; 0.20;46.0680;10.5838;  0.8;  3.7;  0.8;109; 0.9; 1.6;BREGUZZO (TRENTINO);[earthquake]
01023;2024_01023;2024-07-17T06:07:56.830; 0.47;46.2048;12.6878;  4.9;  7.0;  4.9;222; 0.7; 1.7;ANDREIS (FRIULI);[earthquake]
01024;2024_01024;2024-07-17T09:42:00.620; 0.06;46.0553;10.5568;  0.3;  1.4;  0.3;175; 1.7; 2.0;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01025;2024_01025;2024-07-17T12:03:08.390; 0.08;46.0565;10.5607;  0.5;  1.6;  0.5;177; 1.4; 1.9;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
01026;2024_01026;2024-07-17T12:05:33.210; 0.14;45.8545;10.0860;  1.8; 12.9;  1.8;254; 1.6; 1.3;DARFO-BOARIO TERME (LOMBARDIA);[earthquake]
01027;2024_01027;2024-07-17T18:26:31.040; 0.07;46.0382;10.5590;  0.4;  2.1;  0.4;143; 1.0; 1.7;M.RE DI CASTELLO (LOMBARDIA);[earthquake]
